Question,Answer,Category,Language
ஆசிரியர் இல்லாத பள்ளிக்கூடம் — நான் என்ன?,நூலகம் (Library),Logic,Tamil
"எழுதும்போது குறையும், அழிக்கும்போது வளரும் — நான் என்ன?",அழிப்பான் (Eraser — shrinks while erasing),Logic,Tamil
"நான் இல்லாமல் எழுத முடியாது, நான் இருந்தும் எழுதமாட்டேன் — நான் என்ன?",கடிதாசி (Paper — needs pen to write),Logic,Tamil
"வகுப்பில் மாணவர்கள் இருக்கிறார்கள், ஆனால் எழுதுவது ஒருவர் மட்டும் — நான் யார்?",ஆசிரியர் (Teacher),Logic,Tamil
ஆயிரம் வார்த்தைகள் சொல்லாமல் ஆயிரம் விஷயம் புரிய வைக்கும் — நான் என்ன?,படம் (Picture),Logic,Tamil
"கண்ணால் படிக்கலாம், காதால் கேட்கலாம், ஆனால் தொட்டால் சுடும் — நான் என்ன?","சூரியன் (Sun — visible, noisy, untouchable)",Logic,Tamil
என்னை கற்றுக்கொண்டால் மற்றவர்களுக்கு கொடுக்கலாம் — குறையாது — நான் என்ன?,கல்வி / அறிவு (Education / Knowledge),Logic,Tamil
"வட்டமாக இருக்கும், உள்ளே ஓடும் ஆனால் வெளியே வராது — நான் என்ன?","கடிகாரம் (Clock — circular, hands run inside)",Logic,Tamil
"நான் அனைவரிடமும் கேள்வி கேட்கிறேன், ஆனால் யாரிடமும் பதில் எதிர்பார்க்கவில்லை — நான் என்ன?",தேர்வு தாள் (Question paper),Logic,Tamil
"முதலில் கஷ்டமாக இருக்கும், பிறகு எளிதாகும் — நான் என்ன?",பழக்கம் / திறன் (Habit / Skill),Logic,Tamil
"கறுப்பு வெள்ளையில் எழுதப்படும், நிறைய நிறங்களில் படிக்கப்படும் — நான் என்ன?","புத்தகம் (Book — black text, colorful imagination)",Logic,Tamil
தூக்கிவீசப்பட்ட பின்பு பயனாகும் — நான் என்ன?,"நிலக்கரி (Chalk — pressed hard, then used)",Logic,Tamil
"என்னிடம் திறவுகோல் இல்லை, ஆனால் பல வாயில்கள் திறக்கிறேன் — நான் என்ன?",அறிவு (Knowledge),Logic,Tamil
"காலை முதல் மாலை வரை வேலை செய்யும், இரவில் உறங்கும், திங்கட்கிழமை கஷ்டப்படும் — நான் யார்?",மாணவன் (Student),Logic,Tamil
"அனைவரும் என்னை இழக்கிறார்கள், ஆனால் யாரும் என்னை கண்டுபிடிக்க முயலுவதில்லை — நான் என்ன?",நேரம் (Time),Logic,Tamil
"உடைத்தால் மதிப்பு கூடும், உடைக்காவிட்டால் பயனில்லை — நான் என்ன?",முட்டை (Egg — must break to use),Logic,Tamil
"நண்பன் இருக்கும்போது தேவையில்லை, தனியாக இருக்கும்போது தேவைப்படும் — நான் என்ன?",தனிமை / புத்தகம் (Solitude / Book),Logic,Tamil
"வாங்குவதற்கு பணம் செலவாகாது, ஆனால் இழந்தால் அனைத்தும் போகும் — நான் என்ன?",நம்பிக்கை / நேர்மை (Trust / Honesty),Logic,Tamil
"அனைவரும் விரும்புகிறார்கள், ஆனால் யாரும் வேண்டாம் என்று சொல்ல மாட்டார்கள் — நான் என்ன?",பணம் (Money),Logic,Tamil
"அனைவரும் என்னை தேடுகிறார்கள், ஆனால் யாரும் என்னை வைத்துக்கொள்ள விரும்புவதில்லை — நான் என்ன?",பிரச்சனை (Problem),Logic,Tamil
"கொடுத்தால் குறையாது, வாங்கினால் அதிகரிக்கும் — நான் என்ன?",அன்பு / ஆசீர்வாதம் (Love / Blessings),Logic,Tamil
"சந்தோஷத்தில் வரும், சோகத்திலும் வரும் — நான் என்ன?",கண்ணீர் (Tears),Logic,Tamil
எவ்வளவு பெரிய வீடாலும் என்னை வைக்க இடம் இல்லை — நான் என்ன?,இறப்பு / மரணம் (Death),Logic,Tamil
"அனைவரும் என்னை கொண்டு செல்கிறார்கள், ஆனால் என்னிடம் என்ன இருக்கிறது என்று தெரிவதில்லை — நான் என்ன?",எதிர்காலம் (Future),Logic,Tamil
"பணக்காரனுக்கும் ஏழைக்கும் சமம், அரசனுக்கும் ஆண்டியிற்கும் சமம் — நான் என்ன?",மரணம் / தூக்கம் (Death / Sleep),Logic,Tamil
"நான் இருக்கும்போது யாரும் பார்ப்பதில்லை, நான் போனால் அனைவரும் தேடுவார்கள் — நான் என்ன?",ஆரோக்கியம் / உடல் நலம் (Health),Logic,Tamil
"பிறக்கும்போது சத்தம் போடும், வளரும்போது மௌனமாகும் — நான் என்ன?","மரம் (Tree — seed cracks loudly, tree grows silently)",Logic,Tamil
"அனைவரும் என்னை வைத்திருக்கிறார்கள், ஆனால் அனைவரும் இழக்கவும் செய்கிறார்கள் — நான் என்ன?",பற்கள் (Teeth),Logic,Tamil
"ஊரில் உள்ள அனைவரும் என்னை அறிவார்கள், ஆனால் என்னை பார்த்தவர் யாரும் இல்லை — நான் என்ன?",காற்று (Wind),Logic,Tamil
"இரவும் பகலும் ஓடும், ஓய்வு அறியாது — நான் என்ன?",ரயில் (Train),Logic,Tamil
"தண்ணீரில் செல்லும், காற்றில் பறக்கும் — நான் என்ன?",படகு / கப்பல் (Boat / Ship),Logic,Tamil
நான் எத்தனை வேகமாக ஓடினாலும் என் நிழல் என்னை பின்தொடரும் — நான் என்ன?,எந்த ஓடும் பொருளும் (Any moving object),Logic,Tamil
"உள்ளே நுழைவார்கள், வெளியே வருவார்கள், ஆனால் எங்கும் செல்வதில்லை — நான் என்ன?",கண்ணாடி வாயில் / சுழல் கதவு (Revolving door),Logic,Tamil
"சாலையில் ஓடும் ஆனால் கால் இல்லை, ஏறும் ஆனால் மலை இல்லை — நான் என்ன?",பஸ் (Bus),Logic,Tamil
"வானில் பறக்கும், ஆனால் பறவை இல்லை; சத்தமாக வரும் ஆனால் பேசாது — நான் என்ன?",விமானம் (Aeroplane),Logic,Tamil
"கடல் கடந்து வருவேன், ஆனால் ஒரு துளி நீரும் படாது — நான் என்ன?",கடல் மீது பறக்கும் விமான மெயில் / கடிதம் (Airmail),Logic,Tamil
"முன்னால் ஓடும், பின்னால் வாலை ஒழுக்கும் — நான் என்ன?",தீவண்டி / ரயில் (Train — smoke trail behind),Logic,Tamil
"கட்டையாக போகும், வளைவாக திரும்பும் — நான் என்ன?","சாலை (Road — straight going, curves returning)",Logic,Tamil
"இரண்டு சக்கரம், ஒரு இஞ்சின், ஆனால் பெட்ரோல் வேண்டாம் — நான் என்ன?",சைக்கிள் (Bicycle),Logic,Tamil
"ஆரம்பம் இருக்கும், முடிவு இல்லை — நான் என்ன?",எண்கள் / பிரபஞ்சம் (Numbers / Universe),Logic,Tamil
"அனைவரிடமும் உள்ளது, ஆனால் யாருக்கும் காட்ட முடியாது — நான் என்ன?",ஆன்மா / மனசாட்சி (Soul / Conscience),Logic,Tamil
"நேற்று நடந்தது, நாளை நடக்கும், இன்று நடப்பதில்லை — நான் என்ன?",நாளை / நேற்று (Tomorrow / Yesterday — always coming or gone),Logic,Tamil
"உங்களுக்கு மட்டுமே தெரியும், ஆனால் மற்றவர்கள் அறிய விரும்புகிறார்கள் — நான் என்ன?",ரகசியம் (Secret),Logic,Tamil
"முழுதும் காலியாக இருக்கும், ஆனால் நிரம்பிவழியும் — நான் என்ன?",ஆகாயம் (Sky),Logic,Tamil
"இல்லாதது என்று சொன்னால் இருக்கிறது, இருக்கிறது என்று சொன்னால் இல்லை — நான் என்ன?","பொய் (Lie — if you say it doesn't exist, it does)",Logic,Tamil
"உண்மையில் இல்லை, ஆனால் கனவில் உண்டு — நான் என்ன?",கற்பனை (Imagination),Logic,Tamil
"தொட முடியாது, சாப்பிட முடியாது, ஆனால் இல்லாமல் வாழ முடியாது — நான் என்ன?",காற்று (Air),Logic,Tamil
"மனிதன் கட்டியது, மனிதனை விட உயரமானது, ஆனால் மனிதன் அதை தாண்டி செல்கிறான் — நான் என்ன?",சுவர் (Wall — climb over),Logic,Tamil
"முன்பு இருந்தது, இப்போதும் உள்ளது, என்றும் இருக்கும் — ஆனால் யாரும் வாங்க முடியாது — நான் என்ன?",நேரம் (Time),Logic,Tamil
"மண்ணில் விழுந்தாலும் உடைக்காது, தண்ணீரில் விழுந்தாலும் கரையாது — நான் என்ன?",நிழல் (Shadow),Logic,Tamil
என்னை எடுக்க எடுக்க குறையும் — நான் என்ன?,"குழி (A hole — the more you take, the bigger it gets)",Logic,Tamil
பாதி வெட்டினால் முழுது ஆகும் — நான் என்ன?,எண் 8 — பாதி வெட்டினால் 0 + 0 = இரண்டு வட்டங்கள் அல்லது 'W' and 'hole' = whole,Logic,Tamil
"அனைவரும் கடந்து செல்வார்கள், ஆனால் யாரும் திரும்பி பார்ப்பதில்லை — நான் என்ன?",கடந்த காலம் (Past),Logic,Tamil
"யாரும் என்னை சொல்லவில்லை, ஆனால் அனைவரும் என்னை அறிவார்கள் — நான் என்ன?",உண்மை (Truth),Logic,Tamil
"பார்க்காமல் பதில் சொல்லும், தொடாமல் கேட்கும் — நான் என்ன?",செல்போன் (Mobile Phone),Logic,Tamil
"ஆயிரம் புத்தகங்களை சுமப்பேன், ஆனால் என் எடை ஒரு கிலோவும் இல்லை — நான் என்ன?",மின்னணு வாசகி / டேப்லட் (E-reader / Tablet),Logic,Tamil
"உலகை சுற்றி வருவேன், ஒரு நிமிடத்திலேயே — நான் என்ன?",இணையம் / மின்னஞ்சல் (Internet / Email),Logic,Tamil
"நான் எங்கும் இல்லை, ஆனால் எல்லாம் என்னிடம் இருக்கிறது — நான் என்ன?",மேகக்கணிப்பு (Cloud Storage),Logic,Tamil
"என்னால் பேச முடியும், ஆனால் வாய் இல்லை; பார்க்க முடியும், ஆனால் கண் இல்லை — நான் என்ன?",செயற்கை நுண்ணறிவு / கணினி (AI / Computer),Logic,Tamil
ஆயிரம் கேள்விகளுக்கு ஒரு வினாடியில் பதில் சொல்வேன் — நான் என்ன?,தேடுபொறி / கூகுள் (Search Engine),Logic,Tamil
"என்னை யாரும் பார்க்க முடியாது, ஆனால் என்னால் யாரும் மறைக்க முடியாது — நான் என்ன?",இணையத்தில் தரவு (Internet data / Digital footprint),Logic,Tamil
"நூறு முகங்கள் காட்டுவேன், ஆனால் ஒரே ஒரு திரை — நான் என்ன?",திரைப்படம் / கணினி (Cinema / Computer screen),Logic,Tamil
"பேசாமல் கேட்கும், காணாமல் தெரியும் — நான் என்ன?",கணினி / AI (Computer),Logic,Tamil
இல்லாமல் போனால் நாடே நின்றுவிடும் — நான் என்ன?,மின்சாரம் (Electricity),Logic,Tamil
"கண்ணுக்கு தெரியாது, ஆனால் எங்கும் பரவுகிறேன் — நான் என்ன?",வைஃபை / வானொலி அலை (WiFi / Radio wave),Logic,Tamil
"கடிதம் எழுதுவேன், ஆனால் தபால் தேவையில்லை — நான் என்ன?",மின்னஞ்சல் (Email),Logic,Tamil
உலகில் உள்ள அனைவரையும் ஒரே இடத்தில் சந்திக்க வைப்பேன் — நான் என்ன?,சமூக வலைதளம் (Social Media),Logic,Tamil
"என்னை பாதுகாக்க கடவுச்சொல் வேண்டும், என்னை திறந்தால் உலகம் திறக்கும் — நான் என்ன?",கணினி / ஸ்மார்ட்போன் (Computer / Smartphone),Logic,Tamil
"நான் இல்லாமல் கணினி இல்லை, நான் இல்லாமல் மனிதனும் இல்லை — நான் என்ன?",மூளை / நினைவாற்றல் (Brain / Memory),Logic,Tamil
என்னை அழித்தாலும் நான் மீண்டும் உருவாவேன் — நான் என்ன?,வைரஸ் / தீய பழக்கம் (Virus / Bad habit),Logic,Tamil
"பகலில் தூங்கும், இரவில் ஒளிரும் — நான் என்ன?","திரை / மொனிட்டர் (Screen — off in day, glows at night)",Logic,Tamil
நான் பேசும்போது யாரும் குறுக்கிட மாட்டார்கள் — நான் என்ன?,ஒலிபரப்பு / ரேடியோ (Broadcast / Radio),Logic,Tamil
நினைவு இல்லாத மனிதன் போல் — நிரம்பியதும் மெதுவாகும் — நான் என்ன?,கணினி நினைவகம் (Computer RAM / Storage),Logic,Tamil
என்னை அழிக்க நினைத்தால் மேலும் பரவுவேன் — நான் என்ன?,வதந்தி / போலி செய்தி (Rumour / Fake news),Logic,Tamil
மூன்று கண்கள் கொண்டவன் யார்?,,Cultural,Tamil
ஆனைத் தலை மனித உடல் யார்?,,Cultural,Tamil
ஆறு முகங்கள் உடையவன் யார்?,,Cultural,Tamil
மயிலில் சவாரி செய்பவன் யார்?,,Cultural,Tamil
பாம்பை அணிந்தவன் யார்?,,Cultural,Tamil
கருடன் வாகனம் யாருக்கு?,,Cultural,Tamil
சங்கு சக்கரம் வைத்திருப்பவர் யார்?,,Cultural,Tamil
மாடுகளை மேய்க்கும் கடவுள் யார்?,,Cultural,Tamil
வேல் வைத்திருப்பவன் யார்?,,Cultural,Tamil
பாம்பு மேல் படுக்கும் கடவுள் யார்?,,Cultural,Tamil
பொங்கல் நாளில் கொதிக்கும் உணவு என்ன?,,Cultural,Tamil
தமிழர் திருநாள் என்ன?,,Cultural,Tamil
மாடுகளுக்கான திருவிழா என்ன?,,Cultural,Tamil
கோலங்கள் போடும் திருநாள் என்ன?,,Cultural,Tamil
விளக்கு ஏற்றும் திருவிழா என்ன?,,Cultural,Tamil
ஒளி திருவிழா என்ன?,,Cultural,Tamil
அம்மன் வழிபாடு அதிகம் செய்யும் மாதம்?,,Cultural,Tamil
முருகன் வழிபாடு அதிகம் செய்யும் மாதம்?,,Cultural,Tamil
விளக்கு திருவிழா எந்த மாதம்?,,Cultural,Tamil
சூரியனை வழிபடும் திருநாள்?,,Cultural,Tamil
தமிழ் புத்தாண்டு எந்த மாதம்?,,Cultural,Tamil
ஆடி பிறக்கும் மாதம்?,,Cultural,Tamil
மார்கழி மாதம் எதற்கு பிரசித்தம்?,,Cultural,Tamil
வைகாசி மாதத்தில் என்ன விழா?,,Cultural,Tamil
தை மாதம் என்ன தொடக்கம்?,,Cultural,Tamil
மாசி மாதம் எந்த திருவிழா?,,Cultural,Tamil
பங்குனி மாதம் என்ன விழா?,,Cultural,Tamil
ஆவணி மாதம் என்ன முக்கியம்?,,Cultural,Tamil
கார்த்திகை மாதம் என்ன சிறப்பு?,,Cultural,Tamil
மார்கழி காலையில் என்ன செய்கிறார்கள்?,,Cultural,Tamil
கோவில் முன் என்ன போடுவார்கள்?,,Cultural,Tamil
விளக்கு ஏற்றுவது எதற்காக?,,Cultural,Tamil
கோவிலில் மணி அடிப்பது ஏன்?,,Cultural,Tamil
பூஜையில் என்ன தருகிறார்கள்?,,Cultural,Tamil
கோவில் சுற்றுவது என்ன?,,Cultural,Tamil
அர்ச்சகர் என்ன செய்கிறார்?,,Cultural,Tamil
அம்மன் கோவில் என்ன தரும்?,,Cultural,Tamil
கோவில் கும்பிடுவது என்ன?,,Cultural,Tamil
கோவில் கொடி என்ன?,,Cultural,Tamil
தேர் இழுக்கும் திருவிழா என்ன?,,Cultural,Tamil
பொங்கல் பானையில் முதலில் பொங்குவது என்ன?,அரிசி,Cultural,Tamil
கோயிலில் காலை முதல் ஒலி எது?,மணி,Cultural,Tamil
விழாவில் வீட்டு வாசலில் வருவது என்ன?,கோலம்,Cultural,Tamil
முருகனின் கையில் இருப்பது என்ன?,வேல்,Cultural,Tamil
பொங்கலில் கரும்பு ஏன் வைப்பார்கள்?,இனிப்பு,Cultural,Tamil
திருவிழாவில் ஏற்றுவது என்ன?,தீபம்,Cultural,Tamil
ஆடி மாதத்தில் பெண்கள் செய்வது என்ன?,கோலம்,Cultural,Tamil
கோயிலில் சுற்றி வருவது என்ன?,பிரதட்சிணை,Cultural,Tamil
விநாயகருக்கு பிடித்தது என்ன?,கொழுக்கட்டை,Cultural,Tamil
மஞ்சள் நிறம் குறிக்கும் விஷயம் என்ன?,மங்களம்,Cultural,Tamil
தீபாவளியில் வெடிப்பது என்ன?,பட்டாசு,Cultural,Tamil
கோயிலில் சாமி பார்க்கும் முன் செய்வது என்ன?,நமஸ்காரம்,Cultural,Tamil
நவராத்திரியில் வைக்கும் பொருள் என்ன?,கொலு,Cultural,Tamil
பூஜையில் முதலில் வைக்கும் இலை என்ன?,வாழைஇலை,Cultural,Tamil
திருவிழாவில் ஒலிக்கும் கருவி என்ன?,நாதஸ்வரம்,Cultural,Tamil
மதுரையில் புகழ்பெற்ற கோயில் எது?,மீனாட்சி,Cultural,Tamil
கோயிலில் தரப்படும் உணவு என்ன?,பிரசாதம்,Cultural,Tamil
கும்பாபிஷேகத்தில் ஊற்றுவது என்ன?,தண்ணீர்,Cultural,Tamil
விழாவில் ஆடும் நடனம் என்ன?,பரதநாட்டியம்,Cultural,Tamil
பொங்கல் நாள் என்ன நாள்?,திருநாள்,Cultural,Tamil
ஆடி அமாவாசையில் செய்வது என்ன?,தர்ப்பணம்,Cultural,Tamil
கோயிலில் இருக்கும் கொடி என்ன?,கொடிமரம்,Cultural,Tamil
முருகனின் வாகனம் என்ன?,மயில்,Cultural,Tamil
சிவனின் வாகனம் என்ன?,நந்தி,Cultural,Tamil
விஷ்ணுவின் வாகனம் என்ன?,கருடன்,Cultural,Tamil
விழாவில் அணியும் ஆடை என்ன?,பட்டு,Cultural,Tamil
கோயிலில் ஏற்றும் விளக்கு என்ன?,ஆழி விளக்கு,Cultural,Tamil
மகளிர் கையில் அணிவது என்ன?,வளையல்,Cultural,Tamil
திருமணத்தில் கட்டுவது என்ன?,தாலி,Cultural,Tamil
கோயிலில் அடிக்கும் ஒலி என்ன?,மணி,Cultural,Tamil
ஆண்டில் முதல் தமிழ் மாதம் எது?,சித்திரை,Cultural,Tamil
கார்த்திகை தீபத்தில் ஏற்றுவது என்ன?,தீபம்,Cultural,Tamil
முருகனுக்கு பிடித்த மலர் என்ன?,அரளி,Cultural,Tamil
விழாவில் பகிரப்படும் இனிப்பு என்ன?,லட்டு,Cultural,Tamil
கோயிலில் ஊற்றுவது என்ன?,அபிஷேகம்,Cultural,Tamil
சிவன் இருக்கும் இடம் என்ன?,கைலாசம்,Cultural,Tamil
பொங்கலில் வைக்கும் பாத்திரம் என்ன?,பானை,Cultural,Tamil
விழாவில் ஒலிக்கும் தாளம் என்ன?,தவில்,Cultural,Tamil
மஞ்சள் குங்குமம் வைப்பது என்ன?,நெற்றி,Cultural,Tamil
கோயிலில் தூக்கும் வண்டி என்ன?,தேர்,Cultural,Tamil
விழாவில் சுற்றும் வண்டி என்ன?,தேர்,Cultural,Tamil
ஆடி மாதத்தில் பெண்கள் பாடுவது என்ன?,பாடல்,Cultural,Tamil
பொங்கலில் முதலில் பார்க்கும் சூரியன் என்ன?,சூரியன்,Cultural,Tamil
விழாவில் கையில் தருவது என்ன?,தாமரை,Cultural,Tamil
கோயிலில் வாசனை தருவது என்ன?,அகர்பத்தி,Cultural,Tamil
நவராத்திரியில் பாடுவது என்ன?,பஜனை,Cultural,Tamil
கோயிலில் தரையில் போடும் பொருள் என்ன?,மஞ்சள்,Cultural,Tamil
விழாவில் பெண்கள் அணிவது என்ன?,மல்லி,Cultural,Tamil
முருகன் இருக்கும் மலை என்ன?,பழனி,Cultural,Tamil
திருமணத்தில் முதலில் வைக்கும் பொருள் என்ன?,நிச்சயதார்த்தம்,Cultural,Tamil
கோயிலில் ஏற்றும் எண்ணெய் என்ன?,நெய்,Cultural,Tamil
விழாவில் குடிக்கும் பானம் என்ன?,பானகம்,Cultural,Tamil
பொங்கலில் வைக்கும் இலை என்ன?,வாழைஇலை,Cultural,Tamil
சிவன் அணியும் பொருள் என்ன?,ருத்ராட்சம்,Cultural,Tamil
கோயிலில் கொடுக்கும் இலை என்ன?,துளசி,Cultural,Tamil
விழாவில் பறக்கும் கொடி என்ன?,கொடி,Cultural,Tamil
கோயிலில் காணப்படும் கல் என்ன?,சிலை,Cultural,Tamil
திருவிழாவில் ஊர்வலம் என்ன?,பவனி,Cultural,Tamil
பொங்கலில் வைக்கும் சர்க்கரை என்ன?,வெல்லம்,Cultural,Tamil
கோயிலில் காணும் பூ என்ன?,மல்லி,Cultural,Tamil
முருகனின் சகோதரன் யார்?,விநாயகர்,Cultural,Tamil
கோயிலில் சுற்றுவது என்ன?,பிரதட்சிணை,Cultural,Tamil
நவராத்திரியில் பெண்கள் பாடுவது என்ன?,பஜனை,Cultural,Tamil
கோயிலில் தரப்படும் நீர் என்ன?,தீர்த்தம்,Cultural,Tamil
திருமணத்தில் வாசிக்கும் கருவி என்ன?,நாதஸ்வரம்,Cultural,Tamil
பொங்கலில் வைக்கும் பழம் என்ன?,வாழைப்பழம்,Cultural,Tamil
கோயிலில் அடிக்கும் தட்டு என்ன?,தாளம்,Cultural,Tamil
சிவனின் மனைவி யார்?,பார்வதி,Cultural,Tamil
விழாவில் ஏற்றும் தீ என்ன?,அக்னி,Cultural,Tamil
கோயிலில் ஒலிக்கும் இசை என்ன?,இசை,Cultural,Tamil
நவராத்திரியில் வைக்கும் பொம்மை என்ன?,கொலு,Cultural,Tamil
முருகனின் ஆயுதம் என்ன?,வேல்,Cultural,Tamil
கோயிலில் இருக்கும் குளம் என்ன?,குளம்,Cultural,Tamil
பொங்கலில் வைக்கும் பால் என்ன?,பால்,Cultural,Tamil
திருமணத்தில் அணியும் மாலை என்ன?,மாலை,Cultural,Tamil
கோயிலில் காணப்படும் விலங்கு என்ன?,நந்தி,Cultural,Tamil
விழாவில் ஒலிக்கும் சங்கு என்ன?,சங்கு,Cultural,Tamil
சிவன் தலையில் இருப்பது என்ன?,நிலா,Cultural,Tamil
பொங்கலில் வைக்கும் கரும்பு என்ன?,கரும்பு,Cultural,Tamil
கோயிலில் தரப்படும் பூ என்ன?,பூ,Cultural,Tamil
திருவிழாவில் வரும் கூட்டம் என்ன?,ஜனம்,Cultural,Tamil
முருகனின் தாயார் யார்?,பார்வதி,Cultural,Tamil
கோயிலில் ஏற்றும் தீபம் என்ன?,தீபம்,Cultural,Tamil
விழாவில் அணியும் ஆபரணம் என்ன?,நகை,Cultural,Tamil
பொங்கலில் சமைக்கும் உணவு என்ன?,சக்கரை பொங்கல்,Cultural,Tamil
கோயிலில் தரப்படும் சாமி என்ன?,விக்ரகம்,Cultural,Tamil
திருமணத்தில் தரப்படும் பரிசு என்ன?,பரிசு,Cultural,Tamil
கோயிலில் வாசனை தருவது என்ன?,தூபம்,Cultural,Tamil
விழாவில் ஒலிக்கும் இசை என்ன?,நாதம்,Cultural,Tamil
பொங்கலில் தரப்படும் உணவு என்ன?,பொங்கல்,Cultural,Tamil
கோயிலில் வைக்கும் விளக்கு என்ன?,விளக்கு,Cultural,Tamil
சிவன் குடிக்கும் பானம் என்ன?,கங்கை,Cultural,Tamil
விழாவில் ஆடும் மக்கள் என்ன?,ஜனம்,Cultural,Tamil
கோயிலில் தரப்படும் இலை என்ன?,துளசி,Cultural,Tamil
திருவிழாவில் வரும் தேர் என்ன?,தேர்,Cultural,Tamil
முருகனின் மலர் என்ன?,அரளி,Cultural,Tamil
பொங்கலில் வைக்கும் நெய் என்ன?,நெய்,Cultural,Tamil
கோயிலில் காணப்படும் மணி என்ன?,மணி,Cultural,Tamil
விழாவில் ஒலிக்கும் தவில் என்ன?,தவில்,Cultural,Tamil
திருமணத்தில் அணியும் பூ என்ன?,மல்லி,Cultural,Tamil
கோயிலில் தரப்படும் நீர் என்ன?,தீர்த்தம்,Cultural,Tamil
சிவன் இருக்கும் இடம் என்ன?,கோயில்,Cultural,Tamil
விழாவில் வரும் மக்கள் என்ன?,ஜனம்,Cultural,Tamil
பொங்கலில் வைக்கும் தண்ணீர் என்ன?,தண்ணீர்,Cultural,Tamil
கோயிலில் ஏற்றும் தீ என்ன?,அக்னி,Cultural,Tamil
திருவிழாவில் காணும் பூ என்ன?,பூ,Cultural,Tamil
முருகனின் பெயர் என்ன?,சுப்ரமணியன்,Cultural,Tamil
கோயிலில் தரப்படும் கல் என்ன?,சிலை,Cultural,Tamil
விழாவில் ஒலிக்கும் மணி என்ன?,மணி,Cultural,Tamil
பொங்கலில் வைக்கும் சர்க்கரை என்ன?,வெல்லம்,Cultural,Tamil
கோயிலில் தரப்படும் தீபம் என்ன?,தீபம்,Cultural,Tamil
திருமணத்தில் வாசிக்கும் இசை என்ன?,இசை,Cultural,Tamil
சிவன் அணியும் ஆபரணம் என்ன?,ருத்ராட்சம்,Cultural,Tamil
விழாவில் வரும் தேர் என்ன?,தேர்,Cultural,Tamil
கோயிலில் தரப்படும் பூ என்ன?,மல்லி,Cultural,Tamil
பொங்கலில் வைக்கும் பானை என்ன?,பானை,Cultural,Tamil
திருவிழாவில் வரும் மக்கள் என்ன?,கூட்டம்,Cultural,Tamil
முருகனின் ஆயுதம் என்ன?,வேல்,Cultural,Tamil
கோயிலில் ஏற்றும் விளக்கு என்ன?,விளக்கு,Cultural,Tamil
விழாவில் ஒலிக்கும் தவில் என்ன?,தவில்,Cultural,Tamil
பொங்கலில் தரப்படும் உணவு என்ன?,பொங்கல்,Cultural,Tamil
கோயிலில் தரப்படும் நீர் என்ன?,தீர்த்தம்,Cultural,Tamil
திருமணத்தில் அணியும் நகை என்ன?,நகை,Cultural,Tamil
சிவன் தலையில் இருக்கும் நீர் என்ன?,கங்கை,Cultural,Tamil
விழாவில் ஒலிக்கும் இசை என்ன?,நாதம்,Cultural,Tamil
பொங்கலில் வைக்கும் பழம் என்ன?,வாழைப்பழம்,Cultural,Tamil
கோயிலில் தரப்படும் பூ என்ன?,பூ,Cultural,Tamil
திருவிழாவில் வரும் தேர் என்ன?,தேர்,Cultural,Tamil
முருகனின் வாகனம் என்ன?,மயில்,Cultural,Tamil
கோயிலில் தரப்படும் இலை என்ன?,துளசி,Cultural,Tamil
விழாவில் ஒலிக்கும் மணி என்ன?,மணி,Cultural,Tamil
பொங்கலில் வைக்கும் நெய் என்ன?,நெய்,Cultural,Tamil
கோயிலில் தரப்படும் தீபம் என்ன?,தீபம்,Cultural,Tamil
திருமணத்தில் அணியும் பூ என்ன?,மல்லி,Cultural,Tamil
சிவன் இருக்கும் இடம் என்ன?,கோயில்,Cultural,Tamil
விழாவில் வரும் மக்கள் என்ன?,ஜனம்,Cultural,Tamil
மூன்றின் மூன்று மடங்கு என்ன?,9,Mathematical,Tamil
பத்தில் இருந்து நான்கை கழித்தால் என்ன கிடைக்கும்?,6,Mathematical,Tamil
ஆறு பெருக்கல் ஏழு என்னவாகும்?,42,Mathematical,Tamil
நூறை இருபதால் வகுத்தால் என்ன?,5,Mathematical,Tamil
இரண்டு டஜன் என்பது எத்தனை?,24,Mathematical,Tamil
முப்பதை மூன்றால் வகுத்தால் கிடைப்பது என்ன?,10,Mathematical,Tamil
ஐந்து பெருக்கல் ஐந்து பெருக்கல் ஐந்து என்னவாகும்?,125,Mathematical,Tamil
ஒன்பதின் இரட்டிப்பு என்ன?,18,Mathematical,Tamil
நூற்றி இருபதை நான்கால் வகுத்தால்?,30,Mathematical,Tamil
பதினேழோடு பதினேழு கூட்டினால் என்ன?,34,Mathematical,Tamil
7 ஒன்றுகளை கொண்டு 25-ஐ பெறுவது எப்படி?,11+11+1+1+1,Mathematical,Tamil
எட்டு எட்டுகளை கொண்டு 1000-தை பெறுவது எப்படி?,888+88+8+8+8,Mathematical,Tamil
மூன்று மூன்றுகளை கொண்டு 27-ஐ பெறுவது எப்படி?,3×3×3,Mathematical,Tamil
ஐந்து 9களை பயன்படுத்தி 10 பெறுவது எப்படி?,9+(99/99),Mathematical,Tamil
இரண்டு இலக்கங்களை பயன்படுத்தி 3-ஐ உருவாக்குங்கள்.,1+2 அல்லது 3×1,Mathematical,Tamil
நான்கு 4களை பயன்படுத்தி 0-ஐ உருவாக்குங்கள்.,44-44 அல்லது 4÷4-4÷4,Mathematical,Tamil
இரண்டு 2களை மட்டும் பயன்படுத்தி 4-ஐ உருவாக்குங்கள்.,2+2 அல்லது 2×2,Mathematical,Tamil
